strTemplateName|strNameResource|XJDFDescriptiveName|XJDFMediaColorName|XJDFMediaType|XJDFStockType|XJDFWeight|XJDFWidth|XJDFLength|XJDFDimensionsUnit|boolPriceTemplate|numPriceTemplateOrResourcePerThousand
|20# 14 7/8 x 11|20# 14 7/8 x 11||Paper|75 G/M2 -  20# Bond|75|14|11|in||75
|20# 9.5 x 11|20# 9.5 x 11||Paper|75 G/M2 -  20# Bond|75|9.5|11|in||16.72
|20# Copy Paper|20# Copy Paper||Paper|75 G/M2 -  20# Bond|75|8.5|11|in||5.97
|20# Navigator Premium Copy Paper|20# Navigator Premium Copy Paper||Paper|75 G/M2 -  20# Bond|75|8.5|11|in||9.42
|20# 3 Hole Transcend Paper|20# 3 Hole Transcend Paper||Paper|75 G/M2 -  20# Bond|75|8.5|11|in||7.5
20# Bond|20# Blue|20# Blue|Blue|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Canary|20# Canary|Canary|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Cream|20# Cream|Cream|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Cherry|20# Cherry|Cherry|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Goldenrod|20# Goldenrod|Goldenrod|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Salmon|20# Salmon|Salmon|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Gray|20# Gray|Gray|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Green|20# Green|Green|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Ivory|20# Ivory|Ivory|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Buff|20# Buff|Buff|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Orchid|20# Orchid|Orchid|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Pink|20# Pink|Pink|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
20# Bond|20# Tan|20# Tan|Tan|Paper|75 G/M2 -  20# Bond|75|8.5|11|in|1|15.34
|20# White Transcend|20# White Trans163 G/M2 - 90 # Indexcend|White|Paper|75 G/M2 -  20# Bond|75|8.5|14|in||9.25
20# Bond|20# Canary|20# Canary|Canary|Paper|75 G/M2 -  20# Bond|75|8.5|14|in|1|19.3
20# Bond|20# Goldenrod|20# Goldenrod|Goldenrod|Paper|75 G/M2 -  20# Bond|75|8.5|14|in|1|19.3
20# Bond|20# Pastel Blue|20# Pastel Blue|Pastel Blue|Paper|75 G/M2 -  20# Bond|75|8.5|14|in|1|19.3
20# Bond|20# Orchid|20# Orchid|Orchid|Paper|75 G/M2 -  20# Bond|75|8.5|14|in|1|19.3
20# Bond|20# Pastel Cream|20# Pastel Cream|Pastel Cream|Paper|75 G/M2 -  20# Bond|75|8.5|14|in|1|19.3
20# Bond|20# Pastel Green|20# Pastel Green|Pastel Gree|Paper|75 G/M2 -  20# Bond|75|8.5|14|in|1|19.3
20# Bond|20# Pastel Pink|20# Pastel Pink|Pastel Pink|Paper|75 G/M2 -  20# Bond|75|8.5|14|in|1|19.3
|20# White Multiuse|20# White Multiuse||Paper|75 G/M2 -  20# Bond|75|11|17|in||14.29
20# Bond|20# Blue|20# Blue|Blue|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Cherry|20# Cherry|Cherry|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Canary|20# Canary|Canary|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Cream|20# Cream|Cream|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Goldenrod|20# Goldenrod|Goldenrod|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Gray|20# Gray|Gray|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Green|20# Green|Green|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Ivory|20# Ivory|Ivory|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Orchid|20# Orchid|Orchid|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Pink|20# Pink|Pink|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Salmon|20# Salmon|Salmon|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
20# Bond|20# Tan|20# Tan|Tan|Paper|75 G/M2 -  20# Bond|75|11|17|in|1|24.06
|20# White|20# White|White|Paper|75 G/M2 -  20# Bond|75|12|18|in||23.6
|70# Cougar Offset|70# Cougar Offset||Paper|104 G/M2 - 70# Book|104|8.5|11|in||18.8
|70# Cougar Natural|70# Cougar Natural||Paper|104 G/M2 - 70# Book|104|8.5|11|in||18.3
|24# Desert Storm Smooth Text|24# Desert Storm Smooth Text|Desert Storm|Paper|36 G/M2 -  24# Book|36|8.5|11|in|0|90
60# Offset|60# Tan|60# Tan|Tan|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|12.95
60# Offset|60# Pink|60# Pink|Pink|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|12.95
60# Offset|60# Orchid|60# Orchid|Orchid|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|12.95
60# Offset|60# Husky|60# Husky||Paper|89 G/M2 - 60# Book|89|8.5|11|in|0|10.8
60# Offset|60# Ivory|60# Ivory|Ivory|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|12.95
60# Offset|60# Green|60# Green|Green|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|12.95
60# Offset|60# Gray|60# Gray|Gray|Paper|89 G/M2 - 60# Book|89|8.5|11|in|0|14.15
60# Offset|60# Goldenrod|60# Goldenrod|Goldenrod|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|12.95
60# Offset|60# Cream|60# Cream|Cream|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|12.95
60# Offset|60# Canary|60# Canary|Canary|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|12.95
60# Offset|60# Blue|60# Blue|Blue|Paper|89 G/M2 - 60# Book|89|8.5|11|in|0|13.05
60# Astrobright|60# Astrobright Pulsar Pink|60# Astrobright Pulsar Pink|Pulsar Pink|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Galaxy Gold|60# Astrobright Galaxy Gold|Galaxy Gold|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Martian Green|60# Astrobright Martian Green|Martian Green|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60#Astrobright Lift-Off Lemon|60#Astrobright Lift-Off Lemon|Lift-Off Lemon|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Rocket Red|60# Astrobright Rocket Red|Rocket Red|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Solar Yellow|60# Astrobright Solar Yellow|Solar Yellow|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Terrestrial Teal|60# Astrobright Terrestrial Teal|Terrestrial Teal|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Re-Entry Red|60# Astrobright Re-Entry Red|Re-Entry Red|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Cosmic Orange|60# Astrobright Cosmic Orange|Cosmic Orange|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Orbit Orange|60# Astrobright Orbit Orange|Orbit Orange|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Vulcan Green|60# Astrobright Vulcan Green|Vulcan Green|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
60# Astrobright|60# Astrobright Celestial Blue|60# Astrobright Celestial Blue|Celestial Blue|Paper|89 G/M2 - 60# Book|89|8.5|11|in|1|21.51
|60# Husky Offset|60# Husky Offset||Paper|89 G/M2 - 60# Book|89|11|17|in||22.97
60# Offset|60# Blue|60# Blue|Blue|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Tan|60# Tan|Tan|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Pink|60# Pink|Pink|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Orchid|60# Orchid|Orchid|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Ivory|60# Ivory|Ivory|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Green|60# Green|Green|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Gray|60# Gray|Gray|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Goldenrod|60# Goldenrod|Goldenrod|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Cream|60# Cream|Cream|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Canary|60# Canary|Canary|Paper|89 G/M2 - 60# Book|89|11|17|in|1|36.88
60# Offset|60# Astrobright Pulsar Pink|60# Astrobright Pulsar Pink|Astrobright|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Cosmic Orange|60# Astrobright Cosmic Orange|Pulsar Pink|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Lift-Off Lemon|60# Astrobright Lift-Off Lemon|Cosmic Orange|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Rocket Red|60# Astrobright Rocket Red|Lift-Off Lemon|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Fireball Fuchsia|60# Astrobright Fireball Fuchsia|Rocket Red|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Solar Yellow Smooth|60# Astrobright Solar Yellow Smooth|Fireball Fuchsia|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Terra Green|60# Astrobright Terra Green|Solar Yellow Smooth|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Terrestrial Teal|60# Astrobright Terrestrial Teal|Terra Green|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Re-Entry Red|60# Astrobright Re-Entry Red|Terrestrial Teal|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Gamma Green|60# Astrobright Gamma Green|Re-Entry Red|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Martian Green|60# Astrobright Martian Green|Gamma Green|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
60# Offset|60# Astrobright Celestial Blue|60# Astrobright Celestial Blue|Martian Green|Paper|89 G/M2 - 60# Book|89|11|17|in|1|43.06
|60# Husky Offset|60# Husky Offset|Celestial Blue|Paper|89 G/M2 - 60# Book|89|12|18|in||26.55
|70# Canary Offset Paper|70# Canary Offset Paper|Canary|Paper|104 G/M2 - 70# Book|104|11|17|in||32.8
|70# Cougar Offset|70# Cougar Offset||Paper|104 G/M2 - 70# Book|104|11|17|in||42.13
|70# Polaris Ink Jet|70# Polaris Ink Jet||Paper|104 G/M2 - 70# Book|104|11|17|in||23.87
|70# Green Offset|70# Green Offset|Green|Paper|104 G/M2 - 70# Book|104|11|17|in||34.6
|70# Husky Offset|70# Husky Offset||Paper|104 G/M2 - 70# Book|104|11|17|in||26.82
|70# Husky Offset|70# Husky Offset||Paper|104 G/M2 - 70# Book|104|12|18|in||30.97
|70# Cougar Offset|70# Cougar Offset||Paper|104 G/M2 - 70# Book|104|12|18|in||41.25
|60# Cougar Natural|60# Cougar Natural||Paper|89 G/M2 - 60# Book|89|12|18|in||42.14
|70# Cougar Natural|70# Cougar Natural||Paper|104 G/M2 - 70# Book|104|12|18|in||47.28
|80# Husky Offset|80# Husky Offset||Paper|118 G/M2 - 80# Book|118|12|18|in||46
|80# Cougar Offset|80# Cougar Offset||Paper|118 G/M2 - 80# Book|118|12|18|in||56.5
|70# Enviro Print|70# Enviro Print||Paper|104 G/M2 - 70# Book|104|12|18|in||51.5
|70# Soporset Offset|70# Soporset Offset||Paper|104 G/M2 - 70# Book|104|28|40|in||147.55
|70# Cougar Offset|70# Cougar Offset||Paper|104 G/M2 - 70# Book|104|13|19|in||55.64
|70# Husky Offset|70# Husky Offset||Paper|104 G/M2 - 70# Book|104|19|25|in||67.08
|60# Husky Offset|60# Husky Offset||Paper|89 G/M2 - 60# Book|89|19|25|in||54
|60# Genuine Offset|60# Genuine Offset||Paper|89 G/M2 - 60# Book|89|23|38|in||78.37
|80# Husky Offset|80# Husky Offset||Paper|118 G/M2 - 80# Book|118|23|35|in||132.95
|70# Canary Offset|70# Canary Offset|Canary|Paper|104 G/M2 - 70# Book|104|23|35|in||176.06
|70# Green Offset|70# Green Offset|Green|Paper|104 G/M2 - 70# Book|104|23|35|in||176.06
|70# Pastel Color|70# Pastel Color|Pastel|Paper|104 G/M2 - 70# Book|104|23|35|in||134.3
|60# Astrobright Cosmic Orange|60# Astrobright Cosmic Orange|Cosmic Orange|Paper|89 G/M2 - 60# Book|89|23|35|in||185.92
|60# Astrobright Solar Yellow|60# Astrobright Solar Yellow|Solar Yellow|Paper|89 G/M2 - 60# Book|89|23|35|in||185.92
|70# Bright Color|70# Bright Color||Paper|104 G/M2 - 70# Book|104|23|35|in||190
|70# Enviro Print|70# Enviro Print||Paper|104 G/M2 - 70# Book|104|25|38|in||149.27
|70# Warm White Smooth Via|70# Warm White Smooth Via|Warm White|Paper|104 G/M2 - 70# Book|104|25|38|in||370
|100# Enviro Print|100# Enviro Print||Paper|148 G/M2 - 100# Book|148|28|40|in||253.5
24# Writing|24# Capitol Bond|24# Capitol Bond||Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|33.75
24# Writing|24# Via Laid|24# Via Laid||Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|33.6
24# Writing|24# Western States Laid - Blue|24# Western States Laid - Blue|Blue|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|29.31
24# Writing|24# Antique Linen - Gray|24# Antique Linen - Gray|Gray|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|31.91
24# Writing|24# Antique Linen - White|24# Antique Linen - White|White|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|33.19
24# Writing|24# Western States Laid - Soft Gray|24# Western States Laid - Soft Gray|Soft Gray|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|32.24
24# Writing|24# Classic Crest - Antique Gray|24# Classic Crest - Antique Gray|Antique Gray|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|57.63
24# Writing|24# Classic Laid|24# Classic Laid||Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|40.9
24# Writing|24# Strathmore Bright White|24# Strathmore Bright White|Bright White|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|45.2
24# Writing|24# Strathmore Soft White Smooth|24# Strathmore Soft White Smooth|Soft White|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|83.52
24# Writing|24# Howard Linen Moonstone Blue Linen|24# Howard Linen Moonstone Blue Linen|Moonstone Blue Linen|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|51
24# Writing|24# Howard Linen Warm White Linen|24# Howard Linen Warm White Linen|Warm White Linen|Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|35
24# Writing|24# Via Linen|24# Via Linen||Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|32
24# Writing|24# Via Linen Color|24# Via Linen Color||Paper|90 G/M2 - 24# Bond|90|8.5|11|in|0|34
|60# Skytone Parchment - NEW WHITE|60# Skytone Parchment - NEW WHITE||Paper|89 G/M2 - 60# Book|89|8.5|11|in||27.53
|70# Via Linen|70# Via Linen||Paper|104 G/M2 - 70# Book|104|11|17|in||64.1
|24# Capitol Bond|24# Capitol Bond||Paper|90 G/M2 - 24# Bond|90|11|17|in||80.79
|24# Capitol Bond|24# Capitol Bond||Paper|90 G/M2 - 24# Bond|90|17.5|22.5|in||219.27
|70lb Classic Crest Solar White|70lb Classic Crest Solar White|Solar White|Paper|104 G/M2 - 70# Book|104|25|38|in||540
|24# Classic Linen Natural White|24# Classic Linen Natural White|Natural White|Paper|90 G/M2 - 24# Bond|90|35|23|in||498
|28# Strathmore Soft White Lines|28# Strathmore Soft White Lines||Paper|105 G/M2 - 28# Ledger|105|35|23|in||358.5
